price,square,ngang,huong,duong,district
2.95,105,5,WS,10,lienchieu
1.89,100,---,_,5.5,lienchieu
2.3,70,5,WS,5.5,lienchieu
10.5,154,---,_,60,lienchieu
5.3,110,5,ES,15,lienchieu
1.85,78,6.3,EN,4,lienchieu
1.8,71,---,_,3,lienchieu
11.6,265,10,ES,10,lienchieu
4.5,100,5,WN,7.5,lienchieu
0.758,360,12,E,33,lienchieu
2.7,100,5,WS,7.5,lienchieu
2.7,85,5,WN,5.5,lienchieu
2.1,100,---,_,7.5,lienchieu
1.25,63,4,ES,4,lienchieu
1.85,64,4.9,_,5,lienchieu
2.4,110,5,WS,6,lienchieu
2.6,72,5.2,_,7.5,lienchieu
4.6,115,5,WN,6,lienchieu
1.85,140,7,N,4,lienchieu
2.4,110,5,WN,7.5,lienchieu
2.3,69,---,_,7.5,lienchieu
8.6,178,8,W,7.5,lienchieu
3,125,5,WS,5.5,lienchieu
14,388,16.4,ES,15,lienchieu
6.7,140,7,ES,7.5,lienchieu
3.2,75,5,WN,5.5,lienchieu
3.25,118,4.8,WS,7,lienchieu
6.3,128,---,_,10,sontra
5.7,100,5,WN,15,sontra
5.8,150,10,ES,11,sontra
44,218,10.6,ES,15,sontra
7.8,175,8.5,WS,5.5,sontra
10.5,118,5,EN,5.5,sontra
19,166,10,ES,10,sontra
5.6,100,4.5,ES,7.5,sontra
4.4,73,5,WS,5.5,sontra
8.25,150,5,ES,40,sontra
14.4,240,12.5,E,20,sontra
7.9,130,6.6,_,33,sontra
5.9,103,4.5,EN,7.5,sontra
3.3,100,5,EN,4,sontra
16.75,250,---,_,8,sontra
21.5,113,5,ES,15,sontra
16,180,10,N,5.5,sontra
6.2,97,4.5,ES,5,sontra
7.5,127,---,E,32,sontra
5.85,100,5,EN,10,sontra
7,180,10,WN,75,sontra
7.6,165,9,WN,7.5,sontra
20,183,9,W,7.5,sontra
5.75,93,5,ES,5.5,sontra
10.43,222,8,_,7.5,sontra
6.9,105,5,WS,10,sontra
11.5,120,6.5,E,7.5,sontra
3.6,75,5,ES,5.5,sontra
16.5,250,10,W,7.5,sontra
2.7,80,7,N,3.5,sontra
8.55,120,5,E,30,sontra
24,300,12,S,5.5,sontra
30,200,10,E,15,sontra
19,280,12,WN,15,sontra
36.3,330,---,_,8,sontra
11.7,102,5.4,WS,10,sontra
7.1,86,5,W,5,sontra
3.8,59,4,_,6,sontra
4.9,90,4.5,WS,7.5,sontra
4.5,80,5,W,7.5,sontra
4.5,100,---,_,7.5,sontra
2.66,148,6,ES,2.5,sontra
3.6,100,5,EN,7.5,sontra
2.5,85,4.83,W,3,sontra
10.5,130,6,_,6,sontra
52.5,350,---,_,30,sontra
1.7,61,5.7,WN,2,sontra
8.53,158,6.6,WS,6,sontra
4.2,80,5,WN,7.5,sontra
5.2,108,5,W,5.5,sontra
5.4,100,5,WN,30,sontra
5.2,80,---,_,5.5,sontra
40,360,20,WS,10,sontra
6.3,160,8,EN,20,sontra
11.5,132,6.3,W,6,sontra
5.1,100,5,ES,30,sontra
6.15,100,5,W,15,sontra
9.7,120,5,ES,40,sontra
2.45,50,4,S,4,sontra
7.5,105,5,WS,10,sontra
14.5,165,10,S,7.5,sontra
3.8,80,5,_,5.5,sontra
8.9,148,8,WS,7.5,sontra
3.2,87,5,ES,5.5,sontra
15.5,181,9,_,15,sontra
24,292,---,_,6,sontra
7.1,88,5.06,WS,5.5,sontra
3.2,100,5,EN,5.5,sontra
8.5,126,6,E,5,sontra
24,220,10,EN,7.5,sontra
63.75,375,15,_,15,sontra
6,99,4,EN,5.5,sontra
26.5,400,---,_,48,sontra
5.5,100,5,WN,10,sontra
4.5,83,4.5,WN,5.5,sontra
4.1,127,---,_,13,sontra
16,108,5,S,30,sontra
17,180,10,N,7.5,sontra
6.7,93,4.5,W,75,sontra
45.5,350,20,_,15,sontra
27,210,5,WS,7.5,sontra
1.8,68,---,_,2.5,sontra
8,83,5,S,7.5,sontra
9.5,100,6,W,4,sontra
5.2,80,---,_,5.5,sontra
13.1,90,4.5,W,48,sontra
7.6,72,4.5,WS,5.5,sontra
7.3,100,5,_,7,sontra
7.9,130,6.6,ES,48,sontra
5.2,80,---,_,5.5,sontra
5.7,100,5,WS,10,sontra
13,115,5,N,10,sontra
10.5,300,10,WN,7.5,sontra
4.3,80,5,WN,5.5,sontra
4.2,114,5,WN,55,sontra
8.2,125,5,ES,40,sontra
5,72,4.95,W,30,sontra
20,200,10,S,6,sontra
3.25,72,4,WS,5.5,sontra
69.37,357,20,WN,7,sontra
15,200,10,N,7.5,sontra
5.55,89,5,EN,20,sontra
3.6,86,5,WS,5.5,sontra
9.5,99,6.25,W,4,sontra
72.75,485,18,N,7.5,sontra
2.7,52,4,EN,3.5,sontra
5.1,80,5,ES,7.5,sontra
9.1,120,5,ES,40,sontra
66,300,15,W,15,sontra
12.9,168,8,E,33,sontra
7.5,100,5,ES,15,sontra
21,114,5,ES,15,sontra
19.7,350,15,ES,7.5,sontra
10.8,225,12.5,_,10,sontra
14.4,300,15,WS,5.5,sontra
8.1,132,10,S,7.5,sontra
76.83,439,25,N,33,sontra
6.7,152,---,_,8,sontra
3.45,100,5,EN,7.5,sontra
4.7,90,5,ES,7.5,sontra
6.3,80,5,EN,5.5,sontra
3.1,76,5,W,5.5,sontra
8.9,151,5,_,7.5,sontra
12,155,5,WS,6,sontra
13.5,168,8.2,ES,30,sontra
4,79,---,_,7.5,sontra
4.5,85,5,N,11,sontra
7.5,100,5,_,7.5,sontra
12.9,160,8,EN,30,sontra
33,200,---,_,15,sontra
5.1,90,5,WN,5.5,sontra
9.5,101,10,E,6,sontra
5.6,80,5,WS,5.5,sontra
5.5,95,---,_,7.5,sontra
3.1,72,4,EN,5.5,sontra
16.8,350,15,_,15,sontra
5.7,119,7,W,7.5,sontra
54.33,265,---,E,15,sontra
5.5,90,5,E,5.5,sontra
5.3,125,5,EN,10,sontra
6.4,93,5.5,WS,5.5,sontra
5.4,126,7,EN,5,sontra
5.2,78,5,N,5.5,sontra
7.65,180,10,ES,7.5,sontra
13,180,9,WN,15,sontra
30.5,300,12,_,10,sontra
9.3,150,8,_,7.5,sontra
7.8,82,---,S,5.5,sontra
5,88,6,_,5,sontra
8,250,12.5,WS,7,sontra
4.6,90,4.5,_,7,sontra
9.5,120,5,ES,40,sontra
12.7,100,5,W,15,sontra
18.55,350,12.5,W,15,sontra
4.7,100,5,_,7,sontra
54,300,15,E,48,sontra
13.5,118,5,E,15,sontra
3.6,80,5,WN,5.5,sontra
8.2,92,4.5,ES,6,sontra
7,180,10,ES,7.5,sontra
12,164,4.9,E,10,sontra
4.1,119,---,_,5.5,sontra
4.35,100,5,S,7.5,sontra
9.5,82,4.5,W,6,sontra
9.5,146,7.5,S,10,sontra
6.5,81,5,S,5.5,sontra
35.4,236,10,E,15,sontra
4.65,100,5,ES,7.5,sontra
6.1,100,5,EN,10,sontra
12.7,100,5,W,15,sontra
81.75,327,15,E,15,sontra
11.5,178,6.8,W,32,sontra
4.75,100,5,ES,25,sontra
49.7,197,9,EN,15,sontra
12.9,168,8,_,33,sontra
5,100,5,ES,40,sontra
2.5,85,5,_,2,sontra
6.2,80,---,_,5,sontra
15.5,150,---,_,---,sontra
5.2,80,---,_,5.5,sontra
6,92,---,_,11,sontra
5.4,93,5,ES,7.5,sontra
12.7,100,---,_,20,sontra
8.2,91,4.7,S,5.5,sontra
4.7,90,5,E,7.5,sontra
21,185,10,ES,15,sontra
5.5,95,5,_,15,sontra
11.5,312,10,EN,10,sontra
4.65,100,5,ES,10,sontra
19.36,352,---,_,8,sontra
10.5,100,5,EN,30,sontra
4.8,100,5,WN,4,sontra
4.4,80,5,WN,7.5,sontra
6.7,152,8,ES,75,sontra
5.2,80,---,_,5.5,sontra
13,200,10,E,5.5,sontra
6.35,100,5,_,15,sontra
17.6,180,10,S,7.5,sontra
16,100,5,E,22,sontra
5.2,160,---,_,5.5,sontra
5.8,90,4.1,E,5,sontra
13.5,165,10,WS,5,sontra
21,300,15,ES,15,sontra
19.1,252,---,_,8,sontra
3.2,96,4,ES,5,sontra
18.5,250,10,E,7.5,sontra
12.9,170,9.37,W,6,sontra
6.3,156,5,EN,10,sontra
19.5,250,10,ES,25,sontra
3.7,127,5,ES,5,sontra
1.65,67,6,EN,2,sontra
3.8,70,5,EN,5.5,sontra
6.5,91,5,_,7.5,sontra
23.76,264,12,W,7.5,sontra
9,125,5,WS,15,sontra
4.7,100,5,E,27,sontra
17.5,178,10,_,5.5,sontra
5.5,89,5,EN,10,sontra
3.3,83,---,_,10,sontra
17,100,5,WS,30,sontra
8.9,100,5,S,7.5,sontra
5.5,90,5,ES,7.5,sontra
5.25,112,5,WN,5.5,sontra
18.9,350,12.5,N,15,sontra
28,320,---,_,15,sontra
35,235,12,EN,30,sontra
4.5,80,5,WN,7.5,sontra
6.6,150,10,EN,10,sontra
7.8,78,---,_,6,sontra
6.5,100,5,WS,10,sontra
30,314,---,_,15,sontra
92,440,20,E,30,sontra
5.5,220,---,_,8,sontra
7.25,125,5,W,10,sontra
3.2,72,---,_,5.5,sontra
6.6,80,5,N,5.5,sontra
7.05,125,5,_,7.5,sontra
5.2,80,---,_,5.5,sontra
20,252,---,_,7,sontra
4.8,72,5,WN,48,sontra
6.9,88,5.1,_,5,sontra
4.3,84,4.5,W,5.5,sontra
6.7,83,5,ES,15,sontra
5,116,5,W,5.5,sontra
4.2,127,6,_,10,sontra
46,229,9.2,S,15,sontra
32,200,10,E,15,sontra
7.2,81,5,E,4,sontra
55,335,15,E,30,sontra
22,100,5,_,40,sontra
14,115,5,ES,20,sontra
91.84,488,---,E,30,sontra
5.85,100,5,_,15,sontra
13.5,108,5.5,WS,22,sontra
6.5,80,5,W,7.5,sontra
12.1,100,5,_,15,sontra
5,90,4.5,WS,7.5,sontra
5.2,78,4.5,_,5,sontra
8,87,---,ES,55,sontra
2.9,64,4.5,WN,5.5,sontra
5.2,82,5,EN,7.5,sontra
1.8,67,6,EN,2.5,sontra
5.2,80,---,_,5.5,sontra
72,315,15,ES,15,sontra
3,72,4,EN,5,sontra
7,90,4.5,EN,7.5,sontra
16,149,6,_,10,sontra
8.9,151,5,WS,7.5,sontra
11,200,10,EN,5.5,sontra
10,200,10,W,7.5,sontra
5.25,100,5,ES,5.5,sontra
5.6,108,5,ES,5.5,sontra
9.5,120,5,ES,30,sontra
15.5,160,10,EN,5.5,sontra
5.7,100,5,WN,15,sontra
14,181,9.1,WN,15,sontra
13.5,160,10,WS,5.5,sontra
5,125,5,ES,7.5,sontra
17,180,10,N,7.5,sontra
7.9,130,6.6,ES,35,sontra
22,113,5,E,11,sontra
37,270,15,N,15,sontra
6.5,80,5,E,5.5,sontra
13.68,204,---,_,10,sontra
6.65,100,5,W,15,sontra
25.5,300,12,S,5.5,sontra
3.2,61,4,WN,5,sontra
3.4,67,4.5,W,5.5,sontra
17.8,250,10,W,7.5,sontra
5.4,100,5,WN,15,sontra
13.05,90,4.5,W,33,sontra
8.5,73,5,W,10,sontra
6.9,87,5.2,EN,6,sontra
6.45,100,5,W,15,sontra
6.3,128,5,WN,10,sontra
12.6,100,5,W,15,sontra
9.4,112,6.5,WN,15,sontra
4.3,80,5,_,5,sontra
30,371,7.5,_,10,sontra
3.5,87,---,_,5.5,sontra
17,100,5,W,20,sontra
1.95,66,6,WS,3,sontra
12.1,160,10,EN,5.5,sontra
10.8,136,6.23,WS,6,sontra
32,200,10,W,30,sontra
11.75,119,6.5,ES,7.5,sontra
4.5,100,5,ES,7.5,sontra
20,242,9,WN,75,sontra
4.8,72,4.5,S,5.5,sontra
4.3,80,5,WN,5,sontra
32,200,10,EN,15,sontra
7.1,80,5,EN,5.5,sontra
13.5,250,10,N,7.5,sontra
7.5,104,5,N,7.5,sontra
110,354,15,E,15,sontra
5,82,5,ES,5,sontra
8.1,87,5,N,5.5,sontra
8.6,250,12.5,WS,5.5,sontra
7.5,101,5.8,EN,7.5,sontra
7.6,116,6.5,ES,7.5,sontra
5.35,95,6.5,ES,5.5,sontra
7.5,72,---,_,10,sontra
4.45,90,5,EN,5.5,sontra
2.9,65,4.5,WN,5.5,sontra
6.2,80,5,E,5.5,sontra
6.5,85,5,N,5.5,sontra
3.3,100,5,WS,5.5,sontra
10,225,12.5,ES,15,sontra
3.7,72,4,EN,5.5,sontra
2.7,80,7,_,7.5,sontra
4.35,90,4.5,W,5.5,sontra
6,90,5,S,5.5,sontra
15.3,300,15,E,15,sontra
4,79,5,WN,7.5,sontra
5.7,300,15,WN,10,sontra
4.1,80,4.5,W,5.5,sontra
18.9,350,12.5,N,15,sontra
6.3,100,5,EN,15,sontra
19.5,150,6,E,10,sontra
9,200,10,S,5.5,sontra
98.44,428,20,E,20,sontra
4.8,100,5,W,5.5,sontra
6.77,123,5,WN,7.5,sontra
18,350,---,_,8,sontra
6,146,8,ES,7.5,sontra
12,220,10,S,7.5,sontra
6.1,100,5,_,15,sontra
5.2,80,---,_,5.5,sontra
5.9,75,5,E,55,sontra
9.35,229,12.5,ES,10,sontra
3.4,75,5,ES,5.5,sontra
4.7,100,5,E,10,sontra
20,182,12,E,10,sontra
6,90,5,W,15,sontra
27.5,210,10,WS,7.5,sontra
16.5,100,5,E,15,sontra
7.5,120,5,_,6,sontra
1.8,68,6,ES,5.5,sontra
5.1,82,5,EN,7.5,sontra
3.35,60,4,ES,5.5,sontra
40,360,20,WS,10,sontra
5.9,90,5,_,5,sontra
6.5,160,8,_,15,sontra
3.7,100,5,EN,7,sontra
0.4,90,5,_,7.5,sontra
13.84,173,7.5,_,7.5,sontra
12,145,6.5,WS,10,sontra
4.6,90,4.5,E,5.5,sontra
5.5,95,5,_,15,sontra
8.6,117,---,ES,7.5,sontra
5,90,---,_,15,sontra
3.7,70,5,EN,5.5,sontra
6.2,90,4.5,ES,6,sontra
26.5,400,13,E,60,sontra
17,122,5,W,27,sontra
12.5,170,10,WN,55,sontra
12.1,100,5,W,30,sontra
4.05,75,5,EN,6,sontra
4.25,100,5,WN,7,sontra
1.8,68,6,_,2.5,sontra
20,200,10,S,7.5,sontra
12.9,160,8,ES,33,sontra
23.4,300,12,_,7.5,sontra
110.86,482,13,E,15,sontra
13.5,100,5,_,7.5,sontra
9,172,8.8,E,5,sontra
5.5,95,---,_,15,sontra
4.8,72,4.5,_,5,sontra
6.5,160,8,EN,30,sontra
4.7,80,5,W,7.5,sontra
7.9,130,6.6,ES,33,sontra
5.4,126,7.3,EN,5.5,sontra
102.48,488,---,E,15,sontra
13,379,15,EN,15,sontra
5.4,125,5,EN,10,sontra
13,187,6.28,EN,5.5,sontra
4.6,79,5,WN,7,sontra
5,100,---,_,25,sontra
3.6,75,5,ES,5.5,sontra
5.3,64,4,W,3.7,sontra
4.6,79,5,WN,8,sontra
5.5,125,5,EN,10,sontra
5.9,75,5,E,5.5,sontra
14.5,118,5,ES,15,sontra
4.9,60,6,WN,7.5,sontra
6.8,150,---,_,10,sontra
3.4,100,5,EN,75,sontra
33,300,15,W,10,sontra
16,210,5.35,S,15,sontra
30,200,10,W,15,sontra
13.5,136,6.5,_,35,sontra
47,330,15,EN,7.5,sontra
4.8,100,5,ES,10,sontra
4.75,90,4.5,WS,7.5,sontra
4.3,80,5,W,55,sontra
4.5,74,4,EN,5.5,sontra
5.3,100,5,ES,10,sontra
20.8,162,6,_,5,sontra
9.86,137,5.3,WN,50,sontra
4.75,100,---,_,10,sontra
60,357,20,EN,30,sontra
3.3,80,5,WN,5.5,sontra
5.25,90,4.5,W,7.5,sontra
7,180,10,WN,7.5,sontra
4.5,100,5,WS,7.5,sontra
4.2,122,5,W,7.5,sontra
18,250,10,W,7.5,sontra
6,100,5,N,11,sontra
13.5,118,5,EN,15,sontra
10.5,127,8,E,5.5,sontra
15.3,300,15,E,15,sontra
20,242,9.4,N,7.5,sontra
6.9,100,5,E,5.5,sontra
6.7,80,5,WN,7.5,sontra
5.35,90,5,W,5.5,sontra
9.2,200,10,W,7.5,sontra
27,360,8.2,EN,40,sontra
15,172,8.3,W,33,sontra
5.5,95,5,E,5.5,sontra
4.8,71,---,N,10,sontra
6.5,160,8,EN,27,sontra
17,185,10,ES,7.5,sontra
23,141,6,WN,15,sontra
43,215,10,E,20,sontra
7.9,100,5,EN,10,sontra
7.4,94,---,_,7.5,sontra
1.7,61,4,_,2,sontra
6.2,80,5,E,5.5,sontra
4,95,4.5,EN,7.5,sontra
5.75,100,5,WS,10,sontra
2.65,80,7,EN,3.5,sontra
3.7,100,5,EN,7.5,sontra
7.3,118,5,W,10,sontra
7.5,100,5,EN,7.5,sontra
34,198,---,_,8,sontra
6,100,5,EN,10,sontra
6.75,83,5,ES,15,sontra
45,275,15,_,10,sontra
5.8,64,---,_,10,sontra
6,90,5,S,55,sontra
44.5,200,10,W,15,sontra
18,130,5.39,ES,8,sontra
14.5,220,10,ES,7.5,sontra
7.4,83,5,S,5.5,sontra
5.2,80,---,_,5.5,sontra
3.25,72,4,ES,5.5,sontra
42,400,20,N,10,sontra
98.9,430,20,E,15,sontra
5.5,73,4.5,S,5.5,sontra
8.5,113,6.26,ES,7.5,sontra
7.3,100,5,ES,7.5,sontra
4.15,84,4.5,_,5,sontra
3.1,72,4,ES,5.5,sontra
20.5,100,5,W,15,sontra
13.5,168,8,ES,48,sontra
5.5,95,---,_,15,sontra
7.9,90,5,S,7.5,sontra
7,72,---,ES,6,sontra
6.2,80,5,EN,7.5,sontra
20,252,10,WS,7.5,sontra
7.75,110,5,WS,10,sontra
7,80,5,WS,7.5,sontra
22,200,10,E,15,sontra
10,144,7,N,7,sontra
4,79,5,_,7.5,sontra
3.5,100,5,ES,5.5,sontra
24,290,12,W,5.5,sontra
12.5,160,10,EN,5.5,sontra
5.5,89,5,_,15,sontra
5.1,60,5.9,N,7.5,sontra
6,128,5,_,15,sontra
4.9,60,6,N,7.5,sontra
9.2,100,5,ES,5.5,sontra
19.5,140,6,EN,10,sontra
10.5,300,10,_,7.5,sontra
4.7,90,5,E,55,sontra
17.5,212,12,WN,5.5,sontra
12.6,300,15,WN,7.5,sontra
5.7,68,5,W,55,sontra
4.5,80,5,WN,7.5,sontra
4.1,90,5,_,5.5,sontra
28.5,229,14,ES,33,sontra
3.35,100,5,EN,5.5,sontra
5.5,100,5,ES,15,sontra
9.5,80,5,EN,7.5,sontra
6,75,5,_,5,sontra
4.2,119,5,EN,5.5,sontra
5.9,100,5,WN,15,sontra
1.8,61,5,WN,3,sontra
4.7,55,5.5,N,3.7,sontra
6.85,180,---,_,8,sontra
40,220,11,_,10,sontra
27.4,311,---,_,15,sontra
5.25,100,5,E,30,sontra
22,314,20,EN,10,sontra
7.9,100,5,EN,10,sontra
6,180,10,ES,7.5,sontra
3.5,100,5,WN,5.5,sontra
5,100,5,ES,30,sontra
5.5,95,5,_,15,sontra
24.6,300,12,W,7.5,sontra
4.5,118,5,EN,5.5,sontra
11.5,179,6,WN,48,sontra
5.2,80,---,_,5.5,sontra
42.88,268,12,WN,15,sontra
6.8,90,5,S,15,sontra
14,82,4,ES,15,sontra
2.7,80,7,N,5,sontra
40,360,20,WS,7.5,sontra
6.8,100,5,S,10,sontra
9.2,100,5,ES,5.5,sontra
4.1,90,5,WN,5.5,sontra
26,206,8.25,W,10,sontra
4.6,100,5,WN,7.5,sontra
8.5,175,8.5,W,27,sontra
4.2,118,5,EN,5.5,sontra
8.1,148,---,_,48,sontra
7.4,83,5,WS,55,sontra
6.9,94,4.5,W,7.5,sontra
1.55,56,---,_,7,sontra
15,173,8.4,EN,20,sontra
10.5,128,6,E,6,sontra
5.2,80,---,_,5.5,sontra
7.55,117,6.5,ES,7.5,sontra
8,154,8,EN,7.5,sontra
16,168,10,WS,7.5,sontra
6.5,85,5,E,15,sontra
5.85,100,5,ES,5.5,sontra
2.9,65,4.5,_,5.5,sontra
3.5,70,5,E,5.5,sontra
4.35,73,5,EN,5.5,sontra
19.8,110,5,E,15,sontra
6.4,100,5,EN,10,sontra
6.5,81,4.5,EN,55,sontra
7.6,74,4.5,W,7.5,sontra
5.75,100,5,_,48,sontra
11,90,6,WN,5.5,sontra
5.4,94,---,ES,7.5,sontra
4,80,5,WN,7.5,sontra
7.5,109,6.2,S,6,sontra
5,80,5,ES,7.5,sontra
6.1,100,5,EN,10,sontra
6.5,85,5,_,5,sontra
14,82,4,ES,15,sontra
4.3,80,5,WN,5.5,sontra
6.4,93,---,_,6,sontra
5,100,5,W,5.5,sontra
4.05,100,5,S,5.5,sontra
45.4,227,10,E,15,sontra
4.8,82,5,EN,7.5,sontra
21.2,272,14,WN,15,sontra
6.1,100,5,EN,10,sontra
12,196,7.55,EN,5.5,sontra
6.7,94,4.5,W,7.5,sontra
9.5,150,8.5,_,7.5,sontra
4.8,71,5,W,40,sontra
22,200,10,W,6,sontra
8.5,165,8.5,ES,30,sontra
8.5,100,5,S,7.5,sontra
3.2,87,5,ES,5.5,sontra
8.5,120,5,E,40,sontra
8.8,90,5,E,5.5,sontra
24,200,10,E,15,sontra
3.8,70,5,EN,5.5,sontra
17.88,143,8,WN,7.5,sontra
12.5,100,5,W,15,sontra
5.1,90,4.5,WS,7.5,sontra
5.1,100,5,EN,10,sontra
6.3,128,5,ES,10,sontra
3.69,118,5,_,5.5,sontra
29,195,---,N,7.5,sontra
4.2,90,5,W,7.5,sontra
16.5,330,22,ES,7.5,sontra
4,79,5,W,7.5,sontra
5.1,100,5,W,5.5,sontra
12,102,5.4,W,11,sontra
3.1,72,4,ES,5.5,sontra
6.5,150,10,ES,10,sontra
7.5,75,5,WN,6,sontra
7.3,170,7.5,WN,8,sontra
7,141,6,S,7.5,sontra
3.95,72,4,EN,5.5,sontra
4.2,80,5,WN,7.5,sontra
2.5,85,4.8,W,3,sontra
23.36,292,11.7,W,5.5,sontra
5.7,100,---,_,10,sontra
3.85,70,5,WS,5.5,sontra
6.5,150,10,ES,10,sontra
9.2,82,4.5,EN,6,sontra
12,100,5,_,15,sontra
4.9,80,5,ES,5.5,sontra
4,100,5,EN,7.5,sontra
6.9,88,5,W,5.5,sontra
11.8,104,5.4,WS,11,sontra
7.38,142,8,WS,7.5,sontra
14,247,14,WN,11,sontra
4.9,116,5,WN,5.5,sontra
5.5,71,5,WN,33,sontra
15.84,204,---,_,10,sontra
16,115,5,N,10,sontra
5.2,80,---,_,5.5,sontra
4.1,81,5,_,7.5,sontra
10.95,228,---,_,10,sontra
5.7,67,4.5,W,5.5,sontra
5.8,117,9,E,5.5,sontra
6.2,72,5,W,5.5,sontra
18,300,15,EN,10,sontra
11.5,179,---,_,48,sontra
4.5,85,4,WS,5.5,sontra
18,96,5,E,15,sontra
10.8,130,5,ES,15,sontra
19.2,252,---,W,7.5,sontra
6.7,90,5,WS,15,sontra
6.6,100,5,W,15,sontra
4.75,80,5,WN,7.5,sontra
12.7,120,5,S,10,sontra
14,182,10,W,7.5,sontra
5.9,100,5,WS,10,sontra
24,240,12,ES,7.5,sontra
9,90,5,E,5.5,sontra
70,312,15,E,15,sontra
17,178,10,N,5.5,sontra
3.1,87,---,_,5.5,sontra
5.5,89,5,WN,20,sontra
72.77,383,18,E,7.5,sontra
3.4,85,6.4,WN,3,nguhanhson
4.4,250,10,WS,20,nguhanhson
3.1,95,5,ES,6,nguhanhson
3.4,95,5,_,10,nguhanhson
7.8,85,5,WS,7.5,nguhanhson
1.85,115,---,_,5.5,nguhanhson
3.58,100,5,WS,11,nguhanhson
3.98,200,10,ES,20,nguhanhson
3.2,180,---,_,7,nguhanhson
50,427,8.15,WS,10,nguhanhson
4.8,100,5,WN,5.5,nguhanhson
0.95,90,5,_,17,nguhanhson
14,196,---,_,7.5,nguhanhson
3.3,139,8,S,7.5,nguhanhson
4.3,100,5,WS,7.5,nguhanhson
3.8,150,7.5,ES,18,nguhanhson
15,222,11.4,ES,7.5,nguhanhson
26,200,5,N,7.5,nguhanhson
1.3,100,---,_,4,nguhanhson
5.1,90,5,WN,5.5,nguhanhson
15,380,16,E,42,nguhanhson
1.4,101,5.17,_,2.5,nguhanhson
13,167,---,_,15,nguhanhson
13,178,---,EN,75,nguhanhson
1.5,80,---,_,3,nguhanhson
2.8,60,---,WN,4,nguhanhson
1.55,90,---,_,4,nguhanhson
1.85,100,5,_,5.5,nguhanhson
1.9,100,5.6,_,4,nguhanhson
6.2,300,15,WN,5,nguhanhson
14.5,100,5,_,15,nguhanhson
3.7,81,6.2,_,3,nguhanhson
2.85,100,5,WN,7.5,nguhanhson
14,120,6,EN,7.5,nguhanhson
7.5,81,4.5,W,5.5,nguhanhson
4.15,100,---,_,7.5,nguhanhson
11,285,---,_,11,nguhanhson
1.95,100,5,_,5.5,nguhanhson
11.2,140,7,WS,7.5,nguhanhson
4.9,86,5,W,7.5,nguhanhson
2.7,115,5,_,55,nguhanhson
3.6,97,---,N,5.5,nguhanhson
2.35,100,5,E,7.5,nguhanhson
32,230,11.5,EN,7.5,nguhanhson
2.05,100,5,ES,5.5,nguhanhson
4.5,140,7,E,5.5,nguhanhson
3.58,100,5,WS,11,nguhanhson
12,315,14,ES,7.5,nguhanhson
12,112,---,WN,27,nguhanhson
1.35,100,---,_,7,nguhanhson
3.5,95,5,_,10,nguhanhson
1.49,90,---,_,5.5,nguhanhson
5.6,100,5,WS,11,nguhanhson
3.9,100,5,_,55,nguhanhson
1.85,100,5,_,5.5,nguhanhson
8.6,82,4.5,E,55,nguhanhson
2.85,105,---,_,7.5,nguhanhson
4.8,90,5,WN,6,nguhanhson
4.7,100,5,_,75,nguhanhson
3.5,95,5,EN,7.5,nguhanhson
16.5,153,---,_,6,nguhanhson
4.5,100,5,_,75,nguhanhson
1.9,100,5.6,EN,4,nguhanhson
3.63,118,5.5,EN,7.5,nguhanhson
5.9,79,5,W,30,nguhanhson
80,368,---,WN,15,nguhanhson
32,200,10,W,15,nguhanhson
5.9,80,5,_,30,nguhanhson
1.9,100,5,_,36,nguhanhson
1.3,100,5,S,4,nguhanhson
3.05,90,---,S,5.5,nguhanhson
2.1,100,---,_,5.5,nguhanhson
2.68,72,---,_,3,nguhanhson
2.8,100,5,WS,10,nguhanhson
7.2,140,7.3,_,10,nguhanhson
2,115,5,W,3.6,nguhanhson
45,335,15,WN,7.5,nguhanhson
15,100,---,_,15,nguhanhson
10.5,100,5,W,15,nguhanhson
4.8,102,7.5,W,7.5,nguhanhson
3.6,95,5,WS,7.5,nguhanhson
34.5,230,---,_,10,nguhanhson
11,260,10,N,32,nguhanhson
1.9,100,5.6,_,4,nguhanhson
3.7,122,7.5,_,10,nguhanhson
70,296,15,S,10,nguhanhson
2.25,110,5,WS,7.5,nguhanhson
1.55,102,10,WN,35,nguhanhson
11,70,5,_,10,nguhanhson
3.7,95,5,EN,7.5,nguhanhson
3.5,85,5,EN,5.5,nguhanhson
4.6,95,5,E,11,nguhanhson
2.69,115,5,EN,10,nguhanhson
4.3,95,5,WS,11,nguhanhson
15,380,---,_,47,nguhanhson
1.5,100,---,_,5,nguhanhson
6.9,70,---,_,6,nguhanhson
7,105,5,N,7.5,nguhanhson
2.85,90,6,N,3.7,nguhanhson
4.6,90,5,S,5.5,nguhanhson
6,102,6,W,7,nguhanhson
3.4,85,6.4,WN,3,nguhanhson
1.55,75,5,N,4,nguhanhson
2.5,100,5,N,7.5,nguhanhson
3.5,85,5,_,5.5,nguhanhson
11,104,5,E,5,nguhanhson
2.9,100,---,_,7.5,nguhanhson
4.42,270,---,_,7.5,nguhanhson
3.1,130,7.5,S,7.5,nguhanhson
5.2,100,5,_,75,nguhanhson
7.2,177,---,WN,11,nguhanhson
4.95,100,5,_,5,nguhanhson
8.2,170,10,N,5,nguhanhson
3.9,89,5,S,7.5,nguhanhson
5.7,61,4,S,55,nguhanhson
4.8,90,5,WN,5,nguhanhson
